CallEnd,CallDuration,CallStart,Communication,Education,Job,LastContactMonth,Marital,Outcome,Age,Balance,CarInsurance,CarLoan,DaysPassed,Default,HHInsurance,LastContactDay,NoOfContacts,PrevAttempts
17:45:01,0:05:04,17:39:57,cellular,secondary,management,aug,married,none,45,446,1,0,-1,0,0,6,3,0
18:01:27,0:03:11,17:58:16,telephone,primary,blue-collar,may,single,failure,56,39,0,0,347,0,1,8,2,5
10:42:53,0:08:48,10:34:05,telephone,secondary,admin.,jan,single,none,31,0,0,0,-1,0,0,29,3,0
13:27:39,0:07:17,13:20:22,cellular,secondary,blue-collar,jul,married,none,47,846,0,0,-1,0,1,31,2,0
10:51:09,0:03:50,10:47:19,cellular,secondary,technician,aug,married,none,36,594,0,1,-1,0,0,4,3,0
10:09:19,0:01:02,10:08:17,cellular,secondary,housemaid,dec,married,failure,49,3570,0,0,202,0,0,24,3,2
13:39:48,0:01:08,13:38:40,other,secondary,services,may,married,none,45,-839,0,0,-1,0,1,28,1,0
17:13:45,0:01:32,17:12:13,cellular,secondary,unemployed,may,single,other,23,-503,0,0,342,0,1,5,1,4
16:41:01,0:05:23,16:35:38,cellular,secondary,unemployed,apr,divorced,none,43,1854,1,0,-1,0,0,30,1,0
9:44:56,0:03:19,9:41:37,cellular,tertiary,management,jul,married,none,58,136,0,0,-1,0,1,8,1,0
10:32:00,0:01:30,10:30:30,other,secondary,technician,may,single,none,37,6714,0,0,-1,0,1,23,1,0
17:08:45,0:01:54,17:06:51,other,primary,blue-collar,may,divorced,none,52,-57,0,0,-1,0,1,7,3,0
14:32:07,0:03:26,14:28:41,other,secondary,services,may,married,none,55,697,0,0,-1,0,1,15,1,0
9:42:53,0:32:51,9:10:02,telephone,secondary,services,feb,married,none,49,320,1,0,-1,0,0,9,4,0
17:02:38,0:06:03,16:56:35,cellular,secondary,technician,aug,married,none,43,136,1,0,-1,0,0,25,7,0
9:45:41,0:08:26,9:37:15,cellular,tertiary,management,mar,married,none,40,0,1,0,-1,0,1,25,2,0
14:12:50,0:09:57,14:02:53,cellular,tertiary,student,may,single,none,25,253,1,0,-1,0,0,4,1,0
14:46:52,0:03:56,14:42:56,cellular,secondary,technician,apr,married,none,30,1660,0,0,-1,0,1,30,1,0
12:46:23,0:00:16,12:46:07,other,tertiary,management,may,single,none,29,0,0,0,-1,0,0,16,25,0
9:49:00,0:12:39,9:36:21,cellular,tertiary,management,oct,married,success,37,203,1,0,90,0,0,21,1,5
14:43:59,0:02:04,14:41:55,cellular,secondary,technician,may,single,none,29,590,1,0,-1,0,0,25,1,0
17:41:17,0:14:24,17:26:53,cellular,secondary,blue-collar,jul,single,none,39,0,1,0,-1,0,0,22,4,0
13:54:50,0:01:32,13:53:18,cellular,secondary,blue-collar,feb,single,none,21,2265,1,0,-1,0,0,17,2,0
10:10:33,0:06:40,10:03:53,cellular,secondary,technician,may,single,none,29,70,0,1,-1,0,1,14,2,0
10:25:42,0:01:51,10:23:51,cellular,tertiary,admin.,feb,married,other,33,0,0,1,98,0,1,4,5,2
16:41:11,0:03:52,16:37:19,cellular,primary,retired,dec,married,none,64,43,1,0,-1,0,0,10,1,0
14:37:20,0:01:37,14:35:43,cellular,secondary,housemaid,jul,divorced,none,38,216,0,0,-1,0,0,7,3,0
13:13:28,0:02:57,13:10:31,cellular,secondary,admin.,apr,married,none,32,0,1,0,-1,0,1,30,2,0
10:47:01,0:03:59,10:43:02,cellular,tertiary,management,aug,married,none,35,94,0,0,-1,0,0,22,3,0
14:22:31,0:02:46,14:19:45,other,secondary,blue-collar,may,married,none,39,804,0,0,-1,0,1,21,1,0
17:47:39,0:02:04,17:45:35,other,primary,blue-collar,jun,single,none,36,3214,0,0,-1,0,1,16,2,0
16:38:36,0:01:35,16:37:01,cellular,primary,blue-collar,nov,divorced,none,53,1480,0,0,-1,0,1,20,2,0
10:41:26,0:00:49,10:40:37,cellular,tertiary,management,jul,married,none,44,0,0,0,-1,0,1,31,5,0
10:00:44,0:16:22,9:44:22,other,secondary,entrepreneur,may,married,none,33,0,0,1,-1,0,1,8,1,0
17:31:30,0:00:24,17:31:06,other,secondary,services,may,single,none,25,3217,0,0,-1,0,1,28,1,0
15:51:27,0:02:11,15:49:16,cellular,secondary,admin.,may,married,none,39,2783,0,0,-1,0,1,12,2,0
15:00:57,0:00:33,15:00:24,other,secondary,blue-collar,may,married,none,37,0,0,0,-1,0,0,27,6,0
10:27:54,0:02:43,10:25:11,cellular,tertiary,management,nov,married,failure,50,4374,0,0,113,0,1,21,2,3
15:40:27,0:10:10,15:30:17,cellular,secondary,blue-collar,jul,single,none,30,183,1,0,-1,0,1,18,1,0
10:34:33,0:02:18,10:32:15,other,tertiary,management,jun,divorced,none,49,1115,0,0,-1,0,0,19,9,0
13:57:15,0:24:33,13:32:42,cellular,tertiary,management,jan,single,none,40,1361,1,0,-1,0,0,29,1,0
14:02:26,0:05:06,13:57:20,other,secondary,management,may,married,none,39,1034,0,0,-1,0,1,30,1,0
9:46:49,0:02:49,9:44:00,cellular,secondary,technician,apr,single,failure,32,674,0,1,316,0,1,15,1,3
14:06:04,0:06:14,13:59:50,cellular,secondary,blue-collar,jun,single,success,27,3145,1,0,179,0,0,25,1,2
13:24:14,0:02:09,13:22:05,cellular,tertiary,management,aug,married,none,42,356,0,0,-1,0,0,19,4,0
11:04:51,0:10:26,10:54:25,cellular,primary,retired,aug,married,none,57,3518,1,0,-1,0,1,25,3,0
12:46:21,0:04:35,12:41:46,cellular,secondary,blue-collar,may,divorced,other,39,0,0,0,307,0,1,11,2,1
9:44:52,0:01:29,9:43:23,other,secondary,blue-collar,may,married,none,24,984,0,0,-1,0,1,26,3,0
17:57:29,0:02:14,17:55:15,other,secondary,services,may,single,none,33,0,0,0,-1,0,1,20,3,0
12:25:46,0:13:35,12:12:11,other,secondary,technician,jun,married,none,32,696,1,0,-1,0,1,2,1,0
14:54:13,0:02:38,14:51:35,cellular,tertiary,entrepreneur,nov,divorced,none,41,285,0,1,-1,0,0,21,1,0
12:22:35,0:15:13,12:07:22,cellular,tertiary,technician,aug,divorced,none,57,96,1,0,-1,0,0,21,4,0
13:09:19,0:03:47,13:05:32,cellular,primary,blue-collar,jul,married,none,33,2,0,1,-1,1,1,9,1,0
18:03:31,0:07:30,17:56:01,other,tertiary,management,jun,single,none,32,1160,0,1,-1,0,1,11,2,0
13:49:41,0:02:41,13:47:00,other,secondary,blue-collar,may,single,none,35,219,0,1,-1,0,1,29,1,0
15:05:49,0:04:26,15:01:23,cellular,tertiary,management,nov,married,failure,33,22867,1,0,92,0,1,10,2,3
17:55:00,0:05:13,17:49:47,cellular,primary,blue-collar,may,divorced,none,56,0,0,0,-1,0,1,5,1,0
16:52:35,0:10:16,16:42:19,telephone,secondary,admin.,jul,married,none,58,145,1,0,-1,0,1,29,13,0
9:30:45,0:01:47,9:28:58,cellular,tertiary,technician,jun,single,none,31,252,1,0,-1,0,0,8,3,0
16:47:48,0:03:49,16:43:59,cellular,tertiary,management,may,single,other,30,1761,0,0,294,0,1,15,2,1
13:19:13,0:06:47,13:12:26,cellular,tertiary,admin.,jun,single,success,49,228,1,0,92,0,1,2,1,1
16:18:26,0:09:14,16:09:12,telephone,secondary,admin.,aug,married,none,55,356,0,0,-1,0,0,27,6,0
14:09:57,0:07:29,14:02:28,cellular,secondary,management,jun,married,none,27,2071,1,0,-1,0,0,4,1,0
14:56:42,0:00:09,14:56:33,other,tertiary,technician,jun,divorced,none,42,21,0,0,-1,0,1,20,7,0
14:34:57,0:04:07,14:30:50,cellular,tertiary,management,aug,divorced,none,36,0,0,0,-1,0,0,22,4,0
14:50:01,0:06:08,14:43:53,cellular,tertiary,admin.,mar,single,none,49,228,1,0,-1,0,1,2,1,0
17:25:51,0:11:03,17:14:48,cellular,secondary,services,may,single,none,27,353,1,0,-1,0,1,15,1,0
11:23:35,0:05:26,11:18:09,cellular,primary,housemaid,jul,married,none,31,-184,0,0,-1,0,1,24,1,0
11:24:15,0:16:53,11:07:22,cellular,secondary,housemaid,jul,married,none,46,271,1,0,-1,0,1,30,29,0
16:41:08,0:22:43,16:18:25,other,tertiary,management,may,divorced,none,38,4692,1,0,-1,0,1,29,2,0
9:13:24,0:02:13,9:11:11,cellular,tertiary,self-employed,apr,divorced,none,61,6,1,0,-1,0,1,14,2,0
15:57:35,0:07:54,15:49:41,cellular,secondary,technician,nov,married,none,41,862,0,0,-1,0,0,18,2,0
11:44:18,0:02:51,11:41:27,cellular,secondary,blue-collar,apr,married,none,28,4287,0,0,-1,0,0,30,1,0
9:19:58,0:09:13,9:10:45,other,secondary,technician,may,single,none,40,5637,1,0,-1,0,1,30,3,0
10:58:59,0:03:24,10:55:35,cellular,tertiary,management,feb,married,success,48,0,1,1,182,0,0,19,4,1
10:48:22,0:02:53,10:45:29,other,tertiary,technician,may,married,none,50,247,0,0,-1,0,0,23,1,0
9:19:35,0:04:28,9:15:07,cellular,secondary,blue-collar,may,single,none,32,400,1,0,-1,0,0,4,3,0
9:20:23,0:01:31,9:18:52,cellular,secondary,admin.,jan,divorced,other,45,440,0,0,2,0,0,30,1,1
14:13:35,0:01:47,14:11:48,other,secondary,technician,jun,single,none,43,59,0,0,-1,0,1,11,19,0
16:47:01,0:00:08,16:46:53,cellular,secondary,self-employed,feb,married,success,36,1245,0,0,248,0,1,9,7,9
14:04:58,0:06:21,13:58:37,cellular,secondary,blue-collar,aug,married,none,46,123,0,0,-1,0,0,20,3,0
13:22:41,0:18:08,13:04:33,telephone,secondary,blue-collar,jul,married,none,50,2284,1,0,-1,0,1,31,17,0
10:34:33,0:01:44,10:32:49,cellular,secondary,retired,aug,married,none,60,1396,0,1,-1,0,0,26,2,0
15:30:25,0:05:02,15:25:23,other,secondary,blue-collar,jun,single,none,21,820,0,0,-1,0,1,27,2,0
17:53:49,0:02:24,17:51:25,telephone,secondary,admin.,jul,married,none,57,2,0,0,-1,0,0,10,2,0
9:32:57,0:05:14,9:27:43,cellular,tertiary,student,may,single,none,30,228,1,0,-1,0,1,13,2,0
17:26:38,0:05:17,17:21:21,cellular,secondary,entrepreneur,may,single,none,37,-22,1,0,-1,0,1,15,1,0
14:06:42,0:02:50,14:03:52,cellular,tertiary,management,may,single,other,36,1804,0,0,366,0,0,7,1,1
11:27:07,0:03:25,11:23:42,other,secondary,entrepreneur,jun,married,none,29,291,0,0,-1,0,1,2,3,0
17:58:27,0:11:43,17:46:44,cellular,tertiary,entrepreneur,aug,single,none,31,-405,1,1,-1,1,1,13,2,0
17:13:48,0:02:46,17:11:02,cellular,primary,services,jul,married,none,40,-45,0,1,-1,0,0,8,1,0
10:17:37,0:00:28,10:17:09,other,tertiary,management,jul,divorced,none,52,3,0,0,-1,0,0,1,1,0
10:10:40,0:05:46,10:04:54,cellular,secondary,services,may,married,failure,36,0,0,0,368,0,1,8,1,1
15:32:31,0:13:58,15:18:33,cellular,tertiary,management,jul,married,none,39,285,1,0,-1,0,1,15,3,0
14:13:28,0:11:57,14:01:31,other,tertiary,management,may,married,none,33,148,0,0,-1,0,0,20,1,0
16:41:21,0:11:37,16:29:44,cellular,secondary,technician,aug,married,none,47,1219,1,0,-1,0,0,18,4,0
17:56:08,0:02:16,17:53:52,cellular,primary,technician,mar,married,other,47,235,1,0,203,0,0,2,2,1
9:28:56,0:03:19,9:25:37,other,secondary,admin.,jul,married,none,38,70,0,1,-1,0,0,2,1,0
16:28:30,0:03:39,16:24:51,other,tertiary,management,may,divorced,none,43,443,0,0,-1,0,1,9,1,0
15:24:31,0:02:40,15:21:51,cellular,secondary,blue-collar,apr,married,none,58,3027,1,0,-1,0,1,24,1,0
12:11:48,0:03:21,12:08:27,other,primary,services,may,married,none,39,1601,0,0,-1,0,1,23,2,0
15:13:51,0:01:08,15:12:43,other,tertiary,management,jun,married,none,50,332,0,0,-1,0,1,2,4,0
9:16:48,0:08:37,9:08:11,cellular,secondary,admin.,mar,single,none,22,114,1,0,-1,0,0,30,1,0
12:52:01,0:05:37,12:46:24,other,primary,blue-collar,jun,married,none,39,12848,0,0,-1,0,1,5,2,0
15:58:29,0:04:52,15:53:37,cellular,tertiary,admin.,jul,married,success,34,0,1,0,183,0,0,30,1,2
17:22:38,0:03:34,17:19:04,cellular,tertiary,management,nov,married,none,41,1272,0,0,-1,0,1,17,1,0
11:03:00,0:13:17,10:49:43,cellular,tertiary,technician,aug,married,none,57,6822,1,0,-1,0,0,7,2,0
14:16:55,0:02:01,14:14:54,cellular,tertiary,management,nov,married,other,52,1295,0,0,123,0,1,18,1,1
17:36:21,0:01:24,17:34:57,cellular,secondary,management,feb,single,none,27,924,0,0,-1,0,1,3,1,0
12:38:54,0:01:02,12:37:52,cellular,secondary,technician,may,married,none,35,18,0,1,-1,0,1,14,2,0
17:12:35,0:03:35,17:09:00,cellular,tertiary,management,aug,single,none,31,55,0,0,-1,0,0,22,1,0
13:18:56,0:09:14,13:09:42,cellular,secondary,technician,may,married,none,39,116,1,0,-1,0,0,22,2,0
14:47:53,0:03:43,14:44:10,other,primary,blue-collar,jun,married,none,49,518,0,0,-1,0,1,12,1,0
10:18:55,0:04:53,10:14:02,other,primary,management,may,married,none,48,54,0,0,-1,0,1,16,7,0
17:41:24,0:24:11,17:17:13,cellular,secondary,unemployed,jan,single,none,26,622,1,0,-1,0,0,28,2,0
15:38:29,0:04:03,15:34:26,cellular,tertiary,technician,jun,single,success,45,2033,1,0,285,0,0,15,5,2
9:35:09,0:01:32,9:33:37,cellular,tertiary,student,feb,single,success,18,108,1,0,183,0,0,9,1,1
11:57:31,0:01:52,11:55:39,other,tertiary,student,jun,married,none,36,408,0,0,-1,0,0,20,3,0
17:53:20,0:01:21,17:51:59,cellular,secondary,management,aug,married,none,31,0,0,0,-1,0,0,19,2,0
13:51:26,0:03:35,13:47:51,cellular,tertiary,entrepreneur,jul,married,none,55,22,0,1,-1,0,0,8,1,0
17:33:46,0:02:18,17:31:28,cellular,tertiary,management,feb,married,success,41,27696,1,0,184,0,0,12,2,3
15:16:23,0:04:05,15:12:18,cellular,tertiary,student,jun,single,other,24,358,1,0,384,0,0,14,1,1
17:03:14,0:02:18,17:00:56,cellular,tertiary,admin.,jul,married,success,27,2855,1,0,178,0,0,22,2,4
13:50:33,0:13:55,13:36:38,cellular,secondary,technician,nov,single,none,34,2729,1,0,-1,0,1,18,1,0
15:14:15,0:07:12,15:07:03,cellular,secondary,technician,may,married,none,42,613,0,0,-1,0,1,11,2,0
9:39:17,0:04:16,9:35:01,cellular,tertiary,management,jul,married,failure,40,4539,1,0,439,0,0,13,3,1
10:58:48,0:05:44,10:53:04,cellular,tertiary,admin.,may,married,failure,29,238,1,0,88,0,0,25,2,1
16:05:24,0:00:29,16:04:55,telephone,primary,blue-collar,may,single,none,35,1147,0,1,-1,0,1,7,1,0
11:56:44,0:06:36,11:50:08,cellular,tertiary,management,dec,married,none,33,812,0,0,-1,0,0,22,1,0
11:44:02,0:02:02,11:42:00,other,tertiary,management,may,married,none,28,3,0,0,-1,0,1,7,5,0
12:13:45,0:08:23,12:05:22,cellular,primary,admin.,jan,married,other,45,-407,0,1,224,0,1,29,2,18
10:57:14,0:03:38,10:53:36,other,secondary,admin.,may,single,none,28,296,0,0,-1,0,1,13,1,0
17:14:54,0:01:53,17:13:01,cellular,secondary,entrepreneur,jun,married,none,57,2464,0,0,-1,0,0,1,1,0
12:16:39,0:06:01,12:10:38,cellular,secondary,management,apr,married,success,77,1780,1,0,182,0,1,23,2,5
9:22:13,0:07:32,9:14:41,cellular,secondary,admin.,jun,single,none,49,293,1,0,-1,0,0,28,1,0
10:48:24,0:00:15,10:48:09,cellular,secondary,technician,feb,single,none,31,622,0,0,-1,0,0,4,5,0
12:22:36,0:01:32,12:21:04,other,secondary,admin.,jun,single,none,36,787,0,0,-1,0,0,17,1,0
15:24:13,0:07:24,15:16:49,cellular,secondary,services,may,married,none,30,1222,0,0,-1,0,1,14,1,0
15:29:00,0:03:35,15:25:25,cellular,secondary,technician,oct,married,other,50,3654,1,0,78,0,0,29,2,2
15:25:12,0:01:13,15:23:59,cellular,secondary,blue-collar,may,single,none,31,5547,0,0,-1,0,1,11,1,0
9:32:18,0:08:12,9:24:06,cellular,primary,blue-collar,sep,married,other,32,1644,1,0,102,0,0,7,3,5
13:08:34,0:03:54,13:04:40,other,secondary,technician,oct,divorced,none,42,314,1,0,-1,0,1,30,1,0
11:44:23,0:03:59,11:40:24,cellular,tertiary,management,feb,married,none,38,613,1,0,-1,0,0,3,1,0
12:32:32,0:02:56,12:29:36,other,secondary,self-employed,jun,married,none,45,976,0,0,-1,0,1,2,4,0
17:46:33,0:17:24,17:29:09,other,secondary,entrepreneur,may,single,none,53,62,1,0,-1,0,1,30,5,0
14:46:01,0:00:59,14:45:02,cellular,secondary,admin.,may,single,none,24,1725,0,0,-1,0,1,7,1,0
14:07:34,0:01:08,14:06:26,cellular,secondary,admin.,may,single,failure,26,787,0,0,371,0,1,15,2,1
10:08:26,0:03:07,10:05:19,cellular,tertiary,management,mar,married,success,62,3371,1,0,178,0,0,25,1,2
16:50:17,0:01:09,16:49:08,cellular,secondary,services,may,married,none,30,637,0,0,-1,0,1,15,5,0
11:41:23,0:01:52,11:39:31,other,tertiary,technician,jun,married,none,38,0,0,0,-1,0,0,12,2,0
13:16:21,0:02:42,13:13:39,other,tertiary,management,may,divorced,none,38,4425,0,0,-1,0,1,30,1,0
10:09:45,0:00:45,10:09:00,telephone,primary,blue-collar,feb,married,failure,45,412,0,0,265,0,1,4,5,13
16:30:42,0:07:03,16:23:39,cellular,secondary,services,may,married,none,33,624,0,0,-1,0,1,15,1,0
12:40:16,0:10:20,12:29:56,cellular,tertiary,technician,may,single,none,34,2838,1,0,-1,0,1,13,3,0
15:38:13,0:13:28,15:24:45,other,secondary,services,jun,divorced,none,49,947,1,0,-1,0,0,20,2,0
14:54:39,0:01:32,14:53:07,cellular,tertiary,management,nov,single,none,32,9317,0,0,-1,0,0,2,3,0
16:45:56,0:02:29,16:43:27,cellular,tertiary,management,nov,married,none,37,238,1,0,-1,0,0,3,1,0
14:42:53,0:03:48,14:39:05,other,primary,housemaid,may,married,none,39,-44,0,0,-1,0,1,27,1,0
13:37:26,0:00:48,13:36:38,cellular,secondary,admin.,nov,married,failure,39,2319,0,0,137,0,0,21,1,1
13:20:58,0:36:41,12:44:17,cellular,secondary,blue-collar,jul,divorced,none,34,368,0,1,-1,0,0,7,1,0
10:27:37,0:03:01,10:24:36,cellular,tertiary,management,feb,married,none,52,4675,1,0,-1,0,0,12,3,0
15:47:11,0:02:10,15:45:01,cellular,secondary,technician,jan,single,other,30,316,0,1,2,0,1,30,2,2
9:48:55,0:01:52,9:47:03,cellular,secondary,services,aug,married,none,56,0,0,0,-1,0,0,13,4,0
10:25:48,0:33:00,9:52:48,other,primary,blue-collar,may,divorced,none,53,2656,1,0,-1,0,1,30,2,0
16:21:54,0:22:21,15:59:33,cellular,secondary,blue-collar,jul,single,none,25,1243,1,1,-1,0,0,10,7,0
17:40:45,0:19:35,17:21:10,cellular,primary,blue-collar,jul,divorced,none,42,301,1,0,-1,0,1,17,2,0
12:04:58,0:03:28,12:01:30,cellular,tertiary,management,may,divorced,none,48,313,0,0,-1,0,0,8,1,0
9:16:26,0:02:35,9:13:51,cellular,tertiary,management,nov,married,other,30,86,0,1,97,0,1,19,1,2
14:46:36,0:02:13,14:44:23,cellular,secondary,retired,oct,married,failure,66,3409,0,0,160,0,0,19,3,3
16:07:00,0:19:36,15:47:24,cellular,secondary,unemployed,oct,married,success,42,1289,1,0,92,0,0,15,3,6
10:46:41,0:03:39,10:43:02,cellular,secondary,unemployed,mar,single,other,40,334,1,0,91,0,0,5,1,6
14:59:39,0:07:22,14:52:17,cellular,tertiary,entrepreneur,may,married,none,38,170,1,0,-1,0,1,18,1,0
17:57:45,0:04:54,17:52:51,cellular,secondary,services,jul,married,none,44,972,0,0,-1,0,1,30,3,0
10:07:32,0:00:20,10:07:12,cellular,primary,housemaid,aug,married,none,48,0,0,0,-1,0,0,28,23,0
10:15:00,0:05:14,10:09:46,cellular,secondary,blue-collar,aug,married,none,52,-164,0,0,-1,0,0,22,4,0
9:32:27,0:07:18,9:25:09,cellular,secondary,unemployed,aug,married,success,59,1047,1,0,184,0,0,21,1,3
16:19:34,0:00:07,16:19:27,cellular,secondary,technician,feb,single,none,42,49,0,0,-1,0,0,9,10,0
10:01:05,0:23:27,9:37:38,cellular,secondary,blue-collar,jun,single,none,30,315,1,0,-1,0,0,23,1,0
13:09:20,0:02:25,13:06:55,cellular,secondary,admin.,may,single,none,31,1129,0,0,-1,0,1,18,3,0
17:23:58,0:00:23,17:23:35,cellular,secondary,admin.,may,married,none,30,2678,0,0,-1,0,1,18,5,0
14:16:39,0:12:49,14:03:50,cellular,secondary,admin.,jan,single,none,28,4465,1,0,-1,0,0,28,1,0
15:19:38,0:14:22,15:05:16,cellular,secondary,admin.,may,married,other,35,1286,1,0,337,0,1,5,3,1
14:32:53,0:03:26,14:29:27,other,secondary,admin.,may,divorced,none,36,246,0,0,-1,0,1,16,2,0
12:35:09,0:02:57,12:32:12,other,secondary,services,may,divorced,none,40,1959,0,0,-1,0,1,30,1,0
16:42:01,0:14:11,16:27:50,other,secondary,blue-collar,may,married,none,53,2,0,0,-1,0,1,16,2,0
15:20:04,0:02:39,15:17:25,other,secondary,admin.,jun,single,none,30,3809,0,0,-1,0,1,3,4,0
9:12:37,0:00:56,9:11:41,other,tertiary,entrepreneur,may,married,none,51,267,0,0,-1,0,1,30,1,0
13:14:57,0:05:17,13:09:40,cellular,primary,blue-collar,may,married,failure,31,554,0,0,352,0,1,14,1,5
16:01:42,0:08:11,15:53:31,cellular,tertiary,management,oct,married,success,51,469,1,0,182,0,0,14,1,3
9:53:56,0:18:07,9:35:49,cellular,secondary,unemployed,jun,single,none,38,804,1,0,-1,0,0,1,1,0
15:36:34,0:12:34,15:24:00,cellular,secondary,admin.,may,single,none,29,27,1,0,-1,0,1,6,1,0
16:21:02,0:04:20,16:16:42,telephone,secondary,blue-collar,feb,married,none,49,171,0,0,-1,0,0,5,6,0
9:34:21,0:03:19,9:31:02,cellular,primary,entrepreneur,jul,married,none,44,5038,0,0,-1,0,0,7,7,0
16:29:15,0:02:07,16:27:08,cellular,secondary,self-employed,feb,divorced,other,37,1082,0,0,5,0,0,2,3,5
9:40:17,0:08:09,9:32:08,cellular,secondary,services,may,married,success,33,1697,1,0,182,0,0,4,1,1
9:53:18,0:04:47,9:48:31,cellular,secondary,unemployed,feb,divorced,failure,59,7469,0,0,130,0,0,22,1,1
12:01:12,0:06:22,11:54:50,cellular,secondary,unemployed,feb,married,success,48,926,1,0,185,0,0,15,4,6
17:28:53,0:11:47,17:17:06,cellular,tertiary,management,apr,married,failure,38,5432,0,1,149,0,1,17,1,2
15:31:11,0:00:48,15:30:23,cellular,secondary,services,jan,divorced,none,42,466,0,0,-1,0,0,28,1,0
13:04:43,0:05:23,12:59:20,cellular,primary,housemaid,mar,married,none,65,715,1,0,-1,0,0,11,1,0
11:59:28,0:01:51,11:57:37,other,tertiary,management,jun,married,none,40,10786,0,0,-1,0,0,20,3,0
11:02:35,0:01:38,11:00:57,other,tertiary,management,may,married,none,42,9,0,0,-1,0,1,15,3,0
11:00:55,0:07:32,10:53:23,cellular,secondary,blue-collar,may,married,other,35,253,0,0,345,0,1,15,1,1
18:07:24,0:07:42,17:59:42,cellular,primary,unemployed,nov,married,none,47,324,1,0,-1,0,0,21,2,0
9:38:19,0:04:49,9:33:30,cellular,primary,retired,may,married,success,77,3324,1,0,91,0,0,13,1,5
12:58:28,0:05:10,12:53:18,cellular,tertiary,management,jul,married,none,33,0,0,0,-1,0,1,9,1,0
10:05:06,0:20:05,9:45:01,cellular,secondary,blue-collar,may,single,none,31,1979,1,1,-1,0,1,6,1,0
17:46:08,0:01:41,17:44:27,other,tertiary,management,may,single,none,36,6450,0,0,-1,0,1,29,1,0
9:24:13,0:05:14,9:18:59,cellular,secondary,services,may,married,none,37,2915,0,0,-1,0,0,26,2,0
11:28:29,0:02:23,11:26:06,cellular,secondary,admin.,nov,married,none,43,2576,0,0,-1,0,1,17,2,0
15:50:55,0:06:51,15:44:04,cellular,secondary,admin.,nov,divorced,other,33,661,0,0,173,0,1,18,1,2
10:35:37,0:01:36,10:34:01,cellular,secondary,technician,jul,married,none,38,37,0,0,-1,0,0,17,1,0
16:42:14,0:03:05,16:39:09,cellular,secondary,admin.,jul,married,none,37,0,0,0,-1,0,1,22,1,0
10:19:43,0:02:32,10:17:11,other,tertiary,management,may,single,none,30,136,0,0,-1,0,1,23,1,0
16:28:15,0:07:00,16:21:15,other,primary,blue-collar,may,married,none,43,108,0,1,-1,0,1,15,4,0
17:05:37,0:03:41,17:01:56,cellular,tertiary,retired,feb,married,none,65,2416,1,0,-1,0,0,17,2,0
13:33:43,0:31:07,13:02:36,other,secondary,technician,may,single,none,42,1364,1,0,-1,0,1,15,6,0
15:34:33,0:03:08,15:31:25,other,secondary,technician,may,single,none,35,2144,0,0,-1,0,1,13,2,0
9:13:40,0:12:39,9:01:01,cellular,primary,technician,oct,married,none,53,732,1,0,-1,0,0,27,2,0
17:26:49,0:21:43,17:05:06,cellular,primary,housemaid,jul,married,none,55,0,1,0,-1,0,1,17,2,0
17:32:13,0:37:11,16:55:02,other,secondary,blue-collar,may,divorced,none,34,383,1,0,-1,0,1,13,1,0
16:10:42,0:12:54,15:57:48,cellular,secondary,admin.,may,single,none,29,306,1,0,-1,0,1,18,4,0
14:27:40,0:01:01,14:26:39,telephone,secondary,services,jul,single,none,37,459,0,0,-1,0,0,16,14,0
14:19:21,0:01:41,14:17:40,cellular,secondary,entrepreneur,jul,married,none,59,1085,0,1,-1,0,0,29,4,0
11:30:21,0:06:03,11:24:18,cellular,secondary,student,feb,single,success,22,216,1,0,187,0,0,8,1,1
14:43:38,0:22:21,14:21:17,cellular,secondary,unemployed,nov,married,failure,31,314,1,0,178,0,1,20,3,7
14:57:03,0:00:08,14:56:55,cellular,secondary,blue-collar,aug,married,none,51,4695,0,0,-1,0,0,29,10,0
13:58:42,0:10:58,13:47:44,cellular,secondary,services,may,married,failure,39,25,1,1,351,0,1,12,1,3
17:22:10,0:06:11,17:15:59,cellular,tertiary,management,nov,married,failure,53,1356,0,0,96,0,1,9,2,4
11:16:07,0:02:31,11:13:36,cellular,primary,blue-collar,apr,married,none,37,1941,0,0,-1,0,1,20,2,0
17:00:33,0:04:39,16:55:54,other,secondary,services,jun,married,none,26,-285,0,1,-1,0,1,4,1,0
14:03:14,0:05:52,13:57:22,cellular,secondary,blue-collar,aug,married,failure,34,320,1,0,828,0,1,12,1,2
16:05:36,0:02:05,16:03:31,cellular,primary,blue-collar,may,married,none,36,2040,0,0,-1,0,1,13,2,0
12:25:34,0:00:05,12:25:29,cellular,tertiary,management,jul,divorced,none,46,4917,0,1,-1,0,1,31,2,0
14:24:18,0:18:54,14:05:24,cellular,primary,housemaid,aug,married,none,59,100,1,0,-1,0,0,5,1,0
15:56:38,0:06:47,15:49:51,cellular,tertiary,housemaid,nov,divorced,other,38,4312,0,0,182,0,0,21,4,2
12:12:48,0:01:33,12:11:15,cellular,tertiary,management,feb,married,failure,37,2987,1,0,91,0,1,15,1,9
10:20:21,0:02:50,10:17:31,cellular,secondary,admin.,jun,divorced,none,54,200,1,0,-1,0,0,3,1,0
17:03:37,0:02:49,17:00:48,cellular,secondary,unemployed,jan,divorced,other,36,5,0,0,2,0,1,30,1,2
10:09:57,0:01:10,10:08:47,cellular,tertiary,management,aug,married,none,38,46,0,0,-1,0,0,29,4,0
9:07:21,0:06:32,9:00:49,other,secondary,services,jun,married,none,49,180,0,1,-1,0,1,2,3,0
